nprojectid,cprojectname,ctype,lactive,csourcetype,lhide,npagetemplateid,dcreated,nmodifiedby,dmodified,ncreatedby
1,12736,sow,0,proposaleauction,1,NULL,2014-04-17 11:11:54 +0000,NULL,NULL,NULL
