njobapprovalid,nrequestid,napproverid,dapproved,lapproved,ccomments,napproveseq,dcreated,ncreatedby,napprovedby,dreceived,dlastreceived,csystemcomments,lrejected,nrejectedby,drejected,njobchangeid
1004,1003,1020,2007-05-22 13:26:06 +0000,1, Approved by Requestor,1,2007-05-22 13:26:06 +0000,1020,1020,NULL,NULL,NULL,0,NULL,NULL,5491
